Student_ID,Hours_Studied,Attendance,Assignment_Score,Previous_Result,Final_Result
37873,1,55,55,Pass,Fail
17409,10,57,32,Fail,Pass
76398,1,47,87,Pass,Pass
34730,8,70,32,Pass,Pass
22236,4,75,43,Fail,Pass
67361,2,47,80,Fail,Pass
23334,3,62,61,Pass,Pass
40749,4,69,67,Fail,Pass
42443,1,80,62,Fail,Pass
52154,7,54,35,Fail,Pass
67056,4,61,38,Pass,Pass
14545,8,95,97,Pass,Pass
88430,9,41,87,Fail,Pass
86945,6,68,44,Pass,Pass
69949,1,98,37,Pass,Pass
66417,9,98,93,Pass,Pass
62906,10,92,82,Fail,Pass
62786,7,41,73,Pass,Pass
59299,1,100,80,Pass,Pass
79917,4,52,65,Pass,Pass
78591,4,88,97,Fail,Pass
56845,3,71,99,Fail,Pass
80601,5,83,67,Fail,Pass
45217,1,50,68,Fail,Fail
96333,1,54,46,Fail,Fail
52490,1,71,77,Pass,Pass
11836,4,52,38,Fail,Fail
49559,1,66,71,Pass,Pass
65270,3,77,86,Fail,Pass
52157,2,50,44,Pass,Fail
95112,2,93,72,Pass,Pass
52008,1,45,71,Pass,Pass
15092,5,83,98,Pass,Pass
10119,5,61,59,Fail,Pass
77071,5,93,96,Pass,Pass
74983,6,82,95,Pass,Pass
24786,9,95,47,Fail,Pass
95016,1,85,77,Fail,Pass
33503,8,95,56,Pass,Pass
16607,4,63,68,Fail,Pass
11442,6,89,82,Pass,Pass
94790,6,91,99,Fail,Pass
14687,1,70,48,Fail,Fail
60509,7,56,79,Pass,Pass
24854,7,81,97,Fail,Pass
20185,4,40,64,Pass,Pass
18789,2,57,48,Fail,Fail
58437,3,61,90,Pass,Pass
41302,6,67,55,Fail,Pass
73079,1,61,95,Pass,Pass
86059,5,52,45,Fail,Pass
77703,8,47,90,Fail,Pass
64047,8,81,62,Fail,Pass
74647,3,44,62,Fail,Fail
11092,10,80,61,Fail,Pass
74950,4,99,53,Fail,Pass
83800,9,78,98,Fail,Pass
36325,1,97,80,Fail,Pass
47625,5,67,72,Fail,Pass
52040,7,79,71,Pass,Pass
94940,3,96,86,Pass,Pass
87121,4,68,81,Fail,Pass
90349,9,97,38,Fail,Pass
98075,1,62,46,Pass,Fail
66298,4,99,77,Fail,Pass
39802,9,81,50,Pass,Pass
69353,3,47,71,Pass,Pass
56466,10,85,95,Pass,Pass
67204,8,62,87,Pass,Pass
60127,8,54,43,Pass,Pass
59521,4,41,49,Pass,Pass
83376,7,57,61,Pass,Pass
17451,9,63,30,Pass,Pass
38701,8,83,55,Fail,Pass
65929,4,91,98,Pass,Pass
67887,4,42,52,Fail,Fail
67741,2,90,77,Pass,Pass
22960,10,41,69,Fail,Pass
19482,4,45,95,Fail,Pass
51607,8,85,34,Pass,Pass
54680,3,44,34,Pass,Fail
25799,6,75,57,Fail,Pass
20082,5,54,88,Pass,Pass
99532,9,75,55,Fail,Pass
88867,9,43,54,Fail,Pass
98554,3,90,86,Pass,Pass
77483,8,96,75,Pass,Pass
90152,6,58,88,Fail,Pass
68046,8,53,84,Pass,Pass
47631,6,74,46,Pass,Pass
36934,1,49,46,Fail,Fail
97498,10,97,90,Pass,Pass
54766,6,88,66,Fail,Pass
17204,9,47,81,Fail,Pass
28219,8,71,68,Fail,Pass
40022,6,51,66,Fail,Pass
39210,3,91,46,Fail,Pass
25990,5,73,98,Pass,Pass
43647,9,99,90,Pass,Pass
88654,4,94,49,Fail,Pass
48512,8,94,91,Fail,Pass
90136,6,71,59,Fail,Pass
61613,5,80,78,Fail,Pass
49300,5,59,65,Fail,Pass
75393,4,62,81,Fail,Pass
58739,5,46,43,Pass,Pass
75516,10,61,92,Pass,Pass
59899,6,60,69,Pass,Pass
92430,5,61,54,Pass,Pass
34904,3,84,98,Pass,Pass
84929,4,77,66,Pass,Pass
56174,9,45,39,Fail,Pass
30718,6,56,44,Fail,Pass
76506,10,66,85,Fail,Pass
52641,6,82,34,Fail,Pass
91869,10,61,59,Fail,Pass
22097,4,49,51,Fail,Pass
37536,7,51,79,Fail,Pass
27950,1,94,57,Fail,Pass
44034,4,98,32,Fail,Pass
55112,2,88,46,Pass,Pass
55240,6,67,97,Fail,Pass
92849,2,70,36,Fail,Fail
71842,5,66,85,Fail,Pass
58534,9,100,31,Fail,Pass
21624,2,45,81,Fail,Pass
29738,7,89,97,Fail,Pass
62446,6,50,54,Fail,Pass
55797,5,90,96,Fail,Pass
10122,9,41,70,Fail,Pass
67610,8,53,74,Pass,Pass
25884,10,57,86,Fail,Pass
18069,1,78,41,Pass,Fail
65784,7,97,85,Pass,Pass
13267,3,66,77,Fail,Pass
21451,2,76,51,Pass,Pass
11997,4,67,95,Fail,Pass
89413,6,57,74,Pass,Pass
22717,5,62,41,Pass,Pass
17841,4,84,41,Pass,Pass
53256,7,46,96,Pass,Pass
26767,4,53,46,Fail,Fail
69390,2,69,69,Fail,Pass
55872,4,79,35,Fail,Pass
17371,8,65,44,Fail,Pass
72667,6,46,53,Fail,Pass
43044,2,88,72,Fail,Pass
35937,5,51,68,Fail,Pass
56923,3,98,32,Pass,Pass
73347,2,62,59,Fail,Fail
93023,4,100,83,Fail,Pass
91045,1,89,72,Pass,Pass
68878,8,40,33,Fail,Pass
58886,8,84,59,Fail,Pass
12676,5,96,61,Pass,Pass
53169,3,77,93,Fail,Pass
23132,9,84,77,Fail,Pass
59847,10,47,58,Pass,Pass
28158,4,83,95,Pass,Pass
11938,8,86,71,Fail,Pass
85690,3,72,79,Fail,Pass
92767,6,87,76,Fail,Pass
25023,1,94,68,Pass,Pass
34735,2,48,37,Fail,Fail
45524,5,53,40,Fail,Pass
39397,3,53,71,Pass,Pass
94568,9,58,42,Fail,Pass
23645,6,76,52,Pass,Pass
23688,6,62,67,Pass,Pass
77575,4,54,32,Pass,Pass
68885,5,44,72,Pass,Pass
13136,1,40,83,Fail,Fail
39297,6,47,58,Fail,Pass
75935,8,63,35,Pass,Pass
67237,3,42,62,Fail,Fail
79364,10,46,35,Fail,Pass
98956,8,82,52,Fail,Pass
63845,8,86,97,Fail,Pass
86868,1,52,100,Pass,Pass
60153,4,41,33,Pass,Fail
12555,1,92,68,Pass,Pass
47355,2,54,85,Fail,Pass
65885,7,94,97,Fail,Pass
98224,6,76,98,Fail,Pass
51505,3,96,93,Fail,Pass
73327,9,55,46,Pass,Pass
59883,8,75,77,Pass,Pass
22207,8,51,98,Fail,Pass
83946,7,75,61,Pass,Pass
96057,5,95,66,Pass,Pass
68649,10,67,49,Pass,Pass
45277,7,61,60,Fail,Pass
85554,5,48,100,Fail,Pass
55952,6,89,80,Fail,Pass
76252,9,66,68,Pass,Pass
91598,6,89,69,Fail,Pass
55588,9,50,91,Fail,Pass
84538,5,75,80,Pass,Pass
53653,2,99,41,Pass,Pass
22650,5,79,43,Pass,Pass
97503,2,53,68,Pass,Pass
75230,7,72,91,Fail,Pass
55476,9,53,50,Fail,Pass
90310,2,50,69,Pass,Pass
82383,3,50,99,Fail,Pass
66433,6,41,92,Pass,Pass
23363,7,68,64,Pass,Pass
65542,4,83,84,Fail,Pass
88453,4,93,72,Pass,Pass
44889,8,44,60,Pass,Pass
92907,2,97,40,Fail,Fail
97146,4,41,73,Fail,Pass
69908,8,45,99,Pass,Pass
84338,8,49,80,Fail,Pass
28951,7,63,40,Fail,Pass
11275,1,64,91,Fail,Pass
95934,2,58,80,Fail,Pass
16450,1,51,73,Fail,Fail
37331,10,49,52,Pass,Pass
62595,6,96,40,Pass,Pass
70493,5,95,67,Fail,Pass
34278,1,40,31,Fail,Fail
56235,4,89,69,Fail,Pass
27362,6,84,36,Pass,Pass
55351,4,73,43,Pass,Pass
92814,10,71,44,Fail,Pass
15704,6,40,31,Fail,Fail
55826,8,89,37,Fail,Pass
87719,6,57,98,Fail,Pass
26066,1,90,59,Pass,Pass
53265,3,88,45,Fail,Pass
59896,4,91,50,Fail,Pass
48501,9,75,53,Pass,Pass
76032,9,90,88,Pass,Pass
10185,8,96,98,Fail,Pass
22049,1,56,54,Fail,Fail
21459,1,78,91,Pass,Pass
44136,2,45,98,Fail,Pass
54098,10,72,34,Pass,Pass
88817,2,85,75,Pass,Pass
29050,8,84,52,Fail,Pass
51987,1,85,71,Fail,Pass
92632,8,95,53,Pass,Pass
90068,4,58,79,Pass,Pass
39942,3,53,94,Pass,Pass
63558,8,96,79,Fail,Pass
97056,10,43,55,Fail,Pass
77873,2,98,77,Pass,Pass
57261,1,74,59,Fail,Fail
95887,2,71,55,Pass,Pass
15655,3,96,67,Pass,Pass
17539,2,63,48,Pass,Pass
25707,9,66,39,Pass,Pass
55309,9,76,40,Fail,Pass
44711,1,56,75,Pass,Pass
37807,2,83,35,Pass,Pass
75729,9,74,75,Pass,Pass
81759,7,99,85,Pass,Pass
75429,9,62,82,Pass,Pass
43132,7,84,60,Pass,Pass
52957,5,51,71,Pass,Pass
63744,10,58,70,Pass,Pass
89602,7,94,50,Fail,Pass
68669,7,66,47,Fail,Pass
96936,1,45,48,Fail,Fail
76200,8,57,64,Pass,Pass
24232,4,77,48,Fail,Pass
29464,5,98,53,Pass,Pass
66785,6,69,58,Pass,Pass
26652,6,86,73,Fail,Pass
35743,3,93,100,Pass,Pass
63892,5,89,97,Pass,Pass
42903,3,56,69,Fail,Pass
11949,7,90,93,Fail,Pass
94066,2,75,33,Pass,Fail
32443,8,45,58,Fail,Pass
94123,3,41,81,Fail,Pass
29202,6,72,100,Fail,Pass
21131,3,74,84,Pass,Pass
57583,4,99,59,Fail,Pass
95235,2,96,84,Fail,Pass
90599,8,78,54,Fail,Pass
46820,2,43,87,Pass,Pass
35449,2,43,41,Fail,Fail
77283,7,89,73,Fail,Pass
50716,3,79,65,Fail,Pass
67308,8,89,48,Pass,Pass
92097,2,66,47,Pass,Pass
39438,9,66,59,Pass,Pass
31959,2,52,45,Fail,Fail
82768,3,77,86,Fail,Pass
36559,6,73,30,Fail,Pass
91384,5,75,80,Fail,Pass
99242,7,88,93,Fail,Pass
84793,7,55,85,Fail,Pass
49870,2,87,92,Fail,Pass
79159,8,74,70,Pass,Pass
65851,4,48,85,Fail,Pass
20424,6,93,34,Fail,Pass
39067,5,48,69,Pass,Pass
44382,10,91,32,Fail,Pass
58581,6,53,80,Pass,Pass
55554,1,87,77,Fail,Pass
62775,9,94,55,Pass,Pass
76324,7,52,33,Fail,Pass
99450,4,83,93,Fail,Pass
47344,9,96,100,Pass,Pass
12578,6,45,49,Fail,Pass
92255,3,94,70,Fail,Pass
96464,10,55,93,Pass,Pass
90652,3,62,53,Fail,Pass
94073,9,95,58,Fail,Pass
25059,4,85,66,Pass,Pass
73522,2,51,38,Pass,Fail
82303,1,58,90,Fail,Pass
53877,9,84,91,Pass,Pass
10351,7,97,69,Pass,Pass
81328,3,46,30,Fail,Fail
75488,8,95,58,Fail,Pass
68000,1,99,74,Pass,Pass
89879,3,62,83,Pass,Pass
16261,3,66,66,Pass,Pass
41802,9,81,30,Pass,Pass
45612,10,83,48,Pass,Pass
67061,5,97,48,Fail,Pass
77091,2,66,64,Pass,Pass
91182,10,83,31,Pass,Pass
59709,7,43,48,Pass,Pass
85075,1,65,79,Pass,Pass
74381,4,70,56,Fail,Pass
16480,9,41,72,Fail,Pass
15148,6,52,49,Fail,Pass
99817,10,73,43,Pass,Pass
68143,10,99,84,Pass,Pass
57546,8,45,46,Fail,Pass
93846,5,62,46,Fail,Pass
43353,5,95,69,Pass,Pass
36061,9,72,78,Pass,Pass
70068,9,99,77,Fail,Pass
68966,8,55,33,Fail,Pass
73772,6,41,86,Pass,Pass
59259,9,82,89,Fail,Pass
62213,9,66,74,Fail,Pass
78929,10,100,85,Fail,Pass
39925,1,54,80,Fail,Pass
86025,8,77,39,Pass,Pass
67189,2,61,31,Fail,Fail
63934,4,90,93,Fail,Pass
96620,9,58,60,Fail,Pass
59152,10,55,98,Pass,Pass
60156,8,90,47,Pass,Pass
58524,3,66,41,Fail,Fail
19188,9,55,63,Fail,Pass
61938,3,88,69,Pass,Pass
13094,10,72,97,Pass,Pass
19735,7,94,88,Pass,Pass
56318,10,66,46,Fail,Pass
78516,8,49,98,Pass,Pass
85232,8,80,47,Fail,Pass
15624,1,74,57,Fail,Fail
21842,9,59,46,Fail,Pass
79711,9,98,73,Pass,Pass
35563,3,53,56,Fail,Fail
97138,10,79,92,Pass,Pass
73508,2,60,86,Fail,Pass
26059,7,56,51,Pass,Pass
79174,6,63,31,Fail,Pass
25614,4,85,59,Fail,Pass
89387,3,97,95,Pass,Pass
80977,8,85,49,Pass,Pass
67387,4,77,91,Fail,Pass
52832,7,50,70,Fail,Pass
44493,6,61,36,Pass,Pass
75912,8,82,80,Pass,Pass
45511,2,81,98,Pass,Pass
35532,7,44,57,Pass,Pass
78444,1,59,64,Fail,Fail
23710,8,85,32,Fail,Pass
47898,7,86,79,Pass,Pass
37272,5,85,88,Pass,Pass
18897,1,54,53,Fail,Fail
18845,7,79,63,Fail,Pass
39637,10,43,87,Fail,Pass
32192,4,46,38,Pass,Pass
13023,8,55,39,Fail,Pass
71954,10,68,36,Fail,Pass
55728,8,98,95,Fail,Pass
42142,2,41,93,Pass,Pass
47381,3,49,53,Pass,Pass
18547,2,65,95,Pass,Pass
13102,2,63,83,Pass,Pass
50858,9,74,89,Fail,Pass
95709,8,53,33,Pass,Pass
57214,10,80,96,Fail,Pass
77419,10,83,91,Pass,Pass
45004,4,53,90,Pass,Pass
60494,5,71,58,Pass,Pass
17174,8,59,67,Pass,Pass
67673,10,93,98,Fail,Pass
89967,10,72,50,Pass,Pass
81887,4,54,42,Pass,Pass
15641,6,44,92,Fail,Pass
81709,6,74,47,Fail,Pass
91812,7,46,33,Fail,Pass
14487,6,55,86,Fail,Pass
72121,1,40,88,Pass,Pass
57735,3,47,94,Pass,Pass
30408,10,43,39,Pass,Pass
46618,4,55,97,Pass,Pass
49577,10,87,69,Fail,Pass
93779,3,78,69,Pass,Pass
37226,1,68,33,Pass,Fail
40047,2,44,65,Pass,Pass
85419,6,94,41,Pass,Pass
77335,9,85,45,Fail,Pass
79023,3,77,42,Pass,Pass
67545,4,46,54,Fail,Pass
79537,1,65,31,Fail,Fail
33483,7,99,91,Fail,Pass
26057,2,89,81,Fail,Pass
64441,3,94,75,Fail,Pass
40119,8,81,49,Pass,Pass
39223,10,40,88,Fail,Pass
48087,7,94,47,Pass,Pass
74957,5,98,83,Fail,Pass
98534,8,71,98,Pass,Pass
15378,8,66,56,Pass,Pass
13085,1,72,68,Fail,Pass
22793,10,96,84,Fail,Pass
21171,1,87,48,Fail,Fail
35350,3,57,52,Pass,Pass
20112,10,55,69,Pass,Pass
17173,8,65,94,Pass,Pass
48223,7,66,55,Fail,Pass
23823,2,59,47,Fail,Fail
36136,2,66,48,Fail,Fail
98790,1,85,50,Fail,Fail
58607,9,97,57,Fail,Pass
38185,5,69,71,Fail,Pass
94056,2,78,57,Pass,Pass
72617,1,95,80,Pass,Pass
50362,8,82,45,Fail,Pass
75336,5,48,97,Fail,Pass
53933,2,41,92,Fail,Pass
78399,6,47,84,Fail,Pass
97343,9,73,65,Fail,Pass
20926,5,73,49,Fail,Pass
36943,3,92,88,Fail,Pass
80026,10,100,85,Fail,Pass
57199,2,49,76,Pass,Pass
54832,4,88,45,Fail,Pass
72377,5,67,67,Pass,Pass
16408,7,57,79,Fail,Pass
17135,3,84,41,Fail,Pass
75063,3,68,69,Pass,Pass
58425,1,85,59,Pass,Pass
60527,6,99,67,Pass,Pass
26336,2,43,94,Fail,Pass
16053,9,46,91,Pass,Pass
71237,9,46,63,Pass,Pass
40797,6,98,58,Fail,Pass
16448,5,60,44,Fail,Pass
48578,10,98,87,Pass,Pass
36360,3,82,37,Fail,Fail
82477,3,85,55,Fail,Pass
79505,8,87,83,Fail,Pass
29041,1,54,95,Fail,Pass
17356,1,48,76,Fail,Fail
51202,2,64,44,Pass,Pass
24866,1,89,65,Fail,Pass
92195,10,98,70,Pass,Pass
29524,3,77,49,Fail,Pass
93693,10,89,30,Fail,Pass
90781,5,76,63,Fail,Pass
87715,5,48,53,Pass,Pass
36897,4,80,50,Pass,Pass
95062,9,96,64,Pass,Pass
79999,5,81,63,Fail,Pass
88788,9,65,77,Fail,Pass
83172,10,50,48,Fail,Pass
86477,2,75,44,Pass,Pass
20024,7,85,35,Pass,Pass
89704,7,57,83,Fail,Pass
19060,6,50,39,Fail,Pass
67057,10,43,72,Fail,Pass
40273,6,87,55,Fail,Pass
74164,10,70,85,Pass,Pass
69376,8,49,78,Fail,Pass
20879,8,42,41,Fail,Pass
99775,8,72,67,Pass,Pass
73099,3,71,95,Pass,Pass
10027,5,43,54,Fail,Pass
58824,3,95,86,Fail,Pass
39939,8,48,65,Pass,Pass
67264,9,60,64,Fail,Pass
88891,6,72,93,Pass,Pass
39337,5,46,31,Fail,Fail
80960,1,43,53,Pass,Fail
24523,9,95,36,Pass,Pass
11723,9,83,87,Pass,Pass
40594,6,99,92,Pass,Pass
94529,4,85,50,Fail,Pass
40217,5,56,90,Pass,Pass
54020,2,75,83,Pass,Pass
88647,10,95,35,Fail,Pass
52339,9,53,72,Pass,Pass
24068,8,43,56,Fail,Pass
92542,2,62,67,Fail,Pass
20647,5,100,86,Fail,Pass
21304,8,66,89,Fail,Pass
61942,9,75,54,Fail,Pass
92664,1,60,69,Fail,Fail
32470,3,79,66,Fail,Pass
36582,2,79,84,Fail,Pass
48294,1,48,85,Fail,Pass
40402,9,88,72,Fail,Pass
14538,4,70,74,Pass,Pass
31539,7,44,97,Pass,Pass
15935,7,65,97,Pass,Pass
85924,8,41,57,Fail,Pass
19533,2,77,76,Pass,Pass
58026,4,88,51,Pass,Pass
41542,8,87,43,Fail,Pass
95671,8,82,67,Pass,Pass
63843,6,96,92,Fail,Pass
79980,7,68,83,Pass,Pass
78295,8,97,63,Pass,Pass
26981,3,57,44,Pass,Pass
70719,6,75,61,Pass,Pass
88520,6,62,62,Fail,Pass
34821,3,92,89,Pass,Pass
22227,5,49,43,Fail,Pass
97141,10,76,45,Pass,Pass
41868,3,86,86,Pass,Pass
18491,6,92,62,Pass,Pass
42231,9,60,53,Fail,Pass
25493,7,76,32,Fail,Pass
43997,1,50,56,Fail,Fail
70099,3,99,60,Fail,Pass
67222,2,76,73,Pass,Pass
26496,2,44,83,Pass,Pass
61806,1,52,42,Fail,Fail
62376,10,91,77,Pass,Pass
58926,9,53,76,Fail,Pass
32679,7,79,90,Pass,Pass
83170,4,41,60,Fail,Pass
68641,7,61,39,Pass,Pass
35788,8,70,77,Fail,Pass
31509,4,73,97,Pass,Pass
16260,6,78,34,Fail,Pass
38600,9,65,30,Fail,Pass
22160,1,75,78,Fail,Pass
70722,6,95,48,Pass,Pass
86805,6,58,72,Pass,Pass
96652,9,53,51,Pass,Pass
74064,3,92,70,Pass,Pass
45305,5,45,57,Fail,Pass
11799,10,96,93,Pass,Pass
41118,2,87,72,Fail,Pass
47788,4,92,60,Pass,Pass
72550,10,71,77,Pass,Pass
53424,5,80,42,Pass,Pass
86581,1,46,92,Pass,Pass
96496,2,46,37,Fail,Fail
31750,1,62,97,Fail,Pass
15482,3,48,49,Pass,Pass
68184,9,98,73,Pass,Pass
20523,2,44,35,Pass,Fail
92572,4,92,99,Pass,Pass
76590,10,43,98,Pass,Pass
83382,4,72,97,Fail,Pass
64313,5,66,54,Fail,Pass
24612,3,63,67,Pass,Pass
39019,4,50,66,Fail,Pass
69504,1,62,86,Pass,Pass
54994,2,80,95,Fail,Pass
74326,2,64,76,Fail,Pass
51988,9,64,74,Pass,Pass
32944,2,69,75,Pass,Pass
95156,9,86,65,Fail,Pass
84701,8,71,43,Fail,Pass
91482,2,45,81,Fail,Pass
86219,10,64,78,Fail,Pass
97556,8,99,100,Fail,Pass
17774,7,82,30,Pass,Pass
80240,1,79,31,Fail,Fail
45044,4,65,51,Fail,Pass
41996,6,52,90,Pass,Pass
25936,6,73,76,Fail,Pass
68167,5,73,48,Pass,Pass
21919,5,41,58,Fail,Pass
34742,3,70,67,Pass,Pass
13885,6,79,39,Pass,Pass
31360,5,71,38,Fail,Pass
70753,6,67,46,Fail,Pass
40091,3,87,63,Fail,Pass
20834,6,93,67,Pass,Pass
44082,3,100,30,Fail,Pass
81373,5,85,47,Fail,Pass
25630,2,75,56,Fail,Pass
89524,4,64,31,Fail,Fail
21333,2,77,99,Fail,Pass
28025,3,95,57,Pass,Pass
40213,10,51,32,Fail,Pass
75176,7,90,91,Pass,Pass
42880,2,76,91,Fail,Pass
60946,3,54,76,Pass,Pass
26975,6,74,37,Pass,Pass
46000,9,91,38,Fail,Pass
87941,3,67,49,Pass,Pass
69946,10,45,47,Pass,Pass
21132,3,85,100,Fail,Pass
58196,9,79,42,Fail,Pass
92790,4,61,93,Pass,Pass
31301,6,41,96,Pass,Pass
59529,1,40,76,Pass,Pass
88612,3,96,69,Pass,Pass
40308,1,65,34,Fail,Fail
83479,8,42,94,Fail,Pass
88444,9,91,49,Pass,Pass
60198,7,81,45,Pass,Pass
59303,10,85,38,Fail,Pass
54893,3,74,68,Fail,Pass
44827,9,100,33,Pass,Pass
36516,9,78,100,Fail,Pass
80208,9,80,89,Fail,Pass
88869,8,84,58,Pass,Pass
21872,9,81,99,Fail,Pass
85357,9,90,48,Pass,Pass
17442,7,71,48,Pass,Pass
68193,2,49,90,Fail,Pass
50058,1,45,97,Fail,Pass
81371,9,80,59,Pass,Pass
73184,10,100,49,Pass,Pass
52970,9,48,65,Pass,Pass
32090,5,48,62,Pass,Pass
63438,3,77,96,Fail,Pass
92460,10,41,53,Fail,Pass
31500,7,61,83,Fail,Pass
75005,5,93,52,Fail,Pass
39299,6,86,53,Fail,Pass
61932,1,56,94,Pass,Pass
53551,9,63,97,Fail,Pass
11307,1,47,78,Fail,Fail
26077,6,68,75,Pass,Pass
47083,7,59,43,Fail,Pass
69879,7,93,57,Fail,Pass
95039,5,50,69,Pass,Pass
89519,6,100,99,Fail,Pass
94869,5,72,33,Fail,Pass
61725,3,67,56,Pass,Pass
62575,5,94,55,Fail,Pass
79231,8,67,49,Pass,Pass
94031,10,47,67,Pass,Pass
52540,8,52,73,Fail,Pass
19089,4,44,96,Pass,Pass
77072,6,92,81,Pass,Pass
98333,8,68,67,Pass,Pass
23271,1,56,74,Fail,Fail
20210,5,70,56,Fail,Pass
21522,10,66,91,Pass,Pass
24149,2,92,69,Pass,Pass
16763,6,82,89,Fail,Pass
29342,1,90,54,Fail,Fail
55858,7,72,95,Pass,Pass
50681,10,45,44,Fail,Pass
70835,10,73,47,Fail,Pass
12993,6,65,66,Fail,Pass
68868,3,91,95,Pass,Pass
33307,2,64,40,Fail,Fail
17674,3,94,82,Pass,Pass
18277,3,86,40,Fail,Pass
88868,6,60,56,Pass,Pass
78022,3,84,63,Pass,Pass
64162,1,54,71,Fail,Fail
84767,1,98,86,Pass,Pass
99684,6,79,60,Fail,Pass
40085,4,99,69,Fail,Pass
98704,8,45,70,Fail,Pass
53978,2,47,80,Pass,Pass
50850,4,46,67,Pass,Pass
27940,5,66,78,Fail,Pass
45086,10,70,72,Pass,Pass
17172,2,91,88,Pass,Pass
19180,10,59,44,Pass,Pass
94745,10,89,56,Fail,Pass
66990,8,84,69,Fail,Pass
39517,7,72,98,Fail,Pass
56509,2,75,100,Fail,Pass
47311,2,71,31,Fail,Fail
38436,7,50,38,Fail,Pass
28340,5,68,36,Fail,Pass
16058,1,80,79,Fail,Pass
55824,5,78,85,Pass,Pass
23002,3,92,48,Pass,Pass
72439,8,76,42,Fail,Pass
23557,7,72,67,Fail,Pass
25702,7,97,78,Pass,Pass
84206,6,85,83,Pass,Pass
42287,10,65,36,Fail,Pass
90320,7,44,94,Pass,Pass
40948,8,54,51,Pass,Pass
97325,3,77,48,Fail,Pass
46812,2,76,94,Fail,Pass
36345,5,70,88,Pass,Pass
67897,2,45,37,Fail,Fail
13141,5,55,74,Fail,Pass
84324,4,51,80,Pass,Pass
68047,3,57,71,Fail,Pass
20115,3,75,80,Fail,Pass
59904,3,43,33,Pass,Fail
32438,2,63,61,Fail,Fail
50650,10,73,32,Pass,Pass
46749,10,88,59,Fail,Pass
55968,4,58,85,Fail,Pass
94812,2,61,73,Pass,Pass
92058,6,85,94,Fail,Pass
65743,9,74,43,Pass,Pass
83939,6,65,50,Fail,Pass
23601,1,68,70,Fail,Pass
68153,5,94,58,Fail,Pass
52492,3,43,41,Pass,Fail
38306,3,98,40,Pass,Pass
88959,1,71,77,Pass,Pass
90600,4,45,39,Pass,Pass
29577,4,100,69,Fail,Pass
71616,2,59,63,Fail,Fail
68339,3,56,69,Pass,Pass
65204,2,90,58,Fail,Pass
89186,3,66,90,Pass,Pass
22617,1,48,53,Pass,Fail
24482,1,50,100,Fail,Pass
34515,2,40,67,Pass,Pass
74177,1,55,80,Pass,Pass
67377,8,99,34,Fail,Pass
78451,7,71,52,Pass,Pass
83860,3,54,74,Pass,Pass
52741,4,59,38,Pass,Pass
42896,7,70,56,Pass,Pass
91742,5,47,38,Pass,Pass
77641,4,91,66,Pass,Pass
57342,6,51,60,Fail,Pass
38734,4,64,48,Fail,Pass
76515,3,61,67,Fail,Pass
35070,6,100,43,Fail,Pass
53689,10,96,88,Fail,Pass
99293,9,71,94,Pass,Pass
89921,1,66,78,Fail,Pass
95660,10,42,82,Fail,Pass
39739,9,76,75,Pass,Pass
44501,1,73,67,Pass,Pass
33226,7,72,66,Fail,Pass
95943,8,87,69,Fail,Pass
11122,3,50,33,Fail,Fail
97440,5,97,62,Fail,Pass
89521,2,52,62,Pass,Pass
50000,5,45,80,Pass,Pass
14137,3,43,31,Pass,Fail
10754,9,70,44,Fail,Pass
44133,2,66,72,Fail,Pass
34364,8,55,97,Fail,Pass
60234,1,87,44,Fail,Fail
89568,10,70,57,Pass,Pass
52487,9,47,89,Fail,Pass
14371,10,85,46,Pass,Pass
46444,3,52,71,Fail,Pass
80978,7,63,64,Fail,Pass
99045,9,76,91,Pass,Pass
42294,6,65,38,Pass,Pass
29251,10,62,59,Fail,Pass
53914,10,80,66,Fail,Pass
72893,1,60,32,Pass,Fail
40374,9,89,73,Fail,Pass
90040,2,70,99,Fail,Pass
39089,9,44,33,Pass,Pass
28785,1,72,96,Pass,Pass
56146,10,95,100,Pass,Pass
63476,6,72,61,Pass,Pass
27713,6,51,71,Fail,Pass
54867,9,94,78,Pass,Pass
65003,4,83,56,Fail,Pass
70084,4,78,53,Pass,Pass
91575,2,82,65,Fail,Pass
58349,4,59,54,Fail,Pass
49999,6,81,80,Pass,Pass
93271,5,69,92,Fail,Pass
98646,3,100,72,Fail,Pass
59339,6,96,73,Fail,Pass
13781,4,78,87,Pass,Pass
10103,5,67,46,Pass,Pass
95392,4,49,31,Pass,Pass
53581,9,52,52,Fail,Pass
33018,10,47,98,Fail,Pass
16283,9,89,99,Pass,Pass
33441,4,76,31,Pass,Pass
44583,4,63,31,Fail,Fail
10770,6,77,42,Fail,Pass
49986,3,51,49,Fail,Fail
55955,6,78,50,Pass,Pass
17062,6,70,92,Pass,Pass
32975,10,72,91,Pass,Pass
55655,3,78,62,Fail,Pass
66512,9,66,42,Fail,Pass
98881,10,55,75,Fail,Pass
36619,7,57,81,Fail,Pass
65573,3,42,45,Fail,Fail
96641,6,70,81,Pass,Pass
93829,2,55,87,Pass,Pass
22511,8,79,67,Pass,Pass
39333,10,66,84,Pass,Pass
36672,6,63,50,Pass,Pass
96157,3,80,73,Pass,Pass
21201,7,86,48,Pass,Pass
63497,5,79,56,Fail,Pass
95878,7,47,69,Fail,Pass
56987,2,55,58,Pass,Pass
53530,3,40,57,Fail,Fail
35359,2,56,79,Pass,Pass
85182,6,58,58,Fail,Pass
12008,8,51,59,Fail,Pass
54881,2,91,33,Pass,Pass
